"station","year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Total"
"SLK",1992,0.48,4.51,2.74,0.29,0.55,0.86,0.62,0.71,0.39,2.23,0,4.82,18.2
"SLK",1993,5.3,6.97,0.69,0.39,0.13,0.36,0,0.23,0.07,0.17,2.42,1.26,17.99
"SLK",1994,0.49,3.37,2.27,0.67,1.2,0,0,0,3.25,1.12,1.93,1.25,15.55
"SLK",1995,7.67,0.58,9.82,0.71,2.14,1.32,0.24,0.15,0,0,0,3.42,26.05
"SLK",1996,3.38,8.39,2.8,3.4,1.67,0.31,0.98,0.11,0.12,2.51,3.92,5.7,33.29
"SLK",1997,9.41,0.52,0.13,0.65,0.39,2.1,1.08,0.19,0.58,0.18,2.26,2.51,20
"SLK",1998,2.09,8.33,3.19,0.88,0.62,0.78,0.29,0.05,1.15,0.6,1.03,0.19,19.2
"SLK",1999,4.04,2.62,0.42,3.87,0.8,0,0.39,0.62,0.22,0.18,0.71,0.08,13.95
"SLK",2000,4.18,4.18,0.4,1.15,0.26,0.2,0,1.54,0,1.56,0.37,0,13.84
"SLK",2001,3.35,5.11,2.27,2.98,0.49,0.51,1.59,0.42,1.42,1.08,2.93,3.4,25.55
"SLK",2002,1.6,0.46,1.54,1.06,0.62,0.42,0.25,0.15,0.5,0.2,NA,5.09,11.89
"SLK",2003,0.32,1.96,1.78,1.57,NA,0.07,NA,0.81,NA,0.31,2.55,0.73,10.1
"SLK",2004,0.73,3.4,NA,0.83,0.06,0.01,0,NA,NA,2.02,NA,NA,7.05
"SLK",2009,0.9,4.53,2.66,0.4,0.5,1.6,0.1,0.2,NA,2.72,1.5,1.18,16.29
"SLK",2010,3.62,1.65,3.51,7.92,NA,NA,NA,NA,NA,1.97,1.34,9.26,29.27
"SLK",2011,3.01,0.47,5.87,1.1,1.1,0.08,1.46,0,NA,1.77,1.46,0,16.32
"SLK",2012,3.5,0.74,1.7,1.34,0.08,0.12,0.16,2.36,NA,0.88,1.5,3.14,15.52
"SLK",2013,1,0.4,0.16,0.44,0.68,0.08,1.56,0.6,0.44,1.24,2.06,1,9.66
"SLK",2014,1.04,2.52,1.72,1.6,1.28,0,1.72,1.84,0.8,NA,NA,NA,12.52
"SLO",1990,4.15,2.98,0.7,0.48,1.42,0,0,0,0.56,0.01,0.36,0.43,11.09
"SLO",1991,0.81,2.34,12.82,0.43,0,0.8,0,0.07,0,0.44,0.58,4.49,22.78
"SLO",1992,3.43,9.84,3.15,0.1,0,0.04,0.44,0,0,1.29,0,5.45,23.74
"SLO",1993,10.51,8.61,4.03,0.25,0.23,0.09,0,0,0,0.22,1.89,2.2,28.03
"SLO",1994,2.93,5.97,1.43,1.46,0.86,0,0,0,2.38,0.89,2.51,1.15,19.58
"SLO",1995,16.03,2.25,16.48,1.12,0.76,0.76,0,0,0,0,0.4,3.57,41.37
"SLO",1996,4.33,10.98,1.78,1.92,1.08,0,0,0,0,2.23,4.43,10.88,37.63
"SLO",1997,13.31,0.46,0,0.05,0,0,0.05,0.01,0,0,5.84,5.09,24.81
"SLO",1998,7.86,15.07,3.79,2.34,3.44,0.05,0,0,0.35,0.37,1.88,0.49,35.64
"SLO",1999,3.62,2.37,5.19,2.07,0,0,0,0,0.13,0.13,1.69,0.08,15.28
"SLO",2000,4.33,13.17,1.92,2.97,0.21,0.34,0,0,0.02,2.21,0.03,0.19,25.39
"SLO",2001,8.1,7.17,4.94,1.87,0,0,0,0,0,0.49,5.96,4.18,32.71
"SLO",2002,1.13,0.84,1.83,1.33,0.18,0,0,0,0.05,0,4.42,8.07,17.85
"SLO",2003,0.38,3.16,3.51,1.93,1.39,0,0.03,0.03,0,0.03,2.71,3.25,16.42
"SLO",2004,1.13,8.29,0.61,0,0,0,0,0,0,5.21,2.26,8.25,25.75
"SLO",2005,9.45,6.64,4.75,2.1,1.37,0.01,0,0,0.05,0.01,1.18,0.83,26.39
"SLO",2006,5.62,1.54,3.06,2.88,1.33,0,NA,0,0,0.05,0.45,NA,14.93
"SLO",2007,1.39,3.39,0.44,0.9,0,0,0,0.13,0,0.57,0.06,2.92,9.8
"SLO",2008,7.36,2.75,0.14,0.29,0.03,0,0,0.07,0,0.33,1.51,1.9,14.38
"SLO",2009,0.91,5.83,1.35,0.49,0.22,0.4,0,0,0,6.14,0,3.4,18.74
"SLO",2010,6.11,4.45,1.32,2.41,0.16,0,0.04,0,0,1.7,1.85,9.66,27.7
"SLO",2011,2.56,3.7,7.97,0.28,1.12,1.34,0.03,0,0.01,1.06,3.2,0.18,21.45
"SLO",2012,3.27,0.73,2.95,3.69,0,0,0.01,0.03,0,1.35,2.65,5.3,19.98
"SLO",2013,1.35,0.89,0.68,0.06,0.31,0.01,0.03,0,0.02,0.44,0.28,0.27,4.34
"SLO",2014,0.03,5.83,2.57,1.08,0,0,0,0,0,NA,NA,NA,9.51
"SLP",1990,7.34,4.34,4.04,2.79,5.42,0,0.09,0,0.14,0.93,1.86,1.29,28.24
"SLP",1991,0.73,2.64,18.7,1.91,3.25,1.51,0,0,0.05,4.79,2.47,2.96,39.01
"SLP",1992,2.74,10.63,6.67,0.97,0,1.52,0.01,0,0,3.52,0.7,14.75,41.51
"SLP",1993,15.7,11.44,8.32,3.19,4.46,1.95,0,0,0,2.78,2.54,4.73,55.11
"SLP",1994,3.58,8.39,0.54,3.29,1.98,0,0,0,0.63,1.82,12.07,7.48,39.78
"SLP",1995,20.95,1.7,20.81,9.18,5.66,2.34,0,0,0,0,0.64,10.39,71.67
"SLP",1996,15.43,10.54,7.82,5.31,7.6,1.08,0,0,0.74,2.34,9.25,23.6,83.71
"SLP",1997,19.86,1.43,0.75,2.25,0.75,2.37,0.02,0.1,0,2.68,6.52,4.42,41.15
"SLP",1998,18.06,17.3,8.49,5.22,8.25,1.14,0,0,0.88,0.89,6.35,6.36,72.94
"SLP",1999,12.32,15.37,5.53,4.1,2.27,0.53,0,0.28,0,1.89,5.31,1.87,49.47
"SLP",2000,16.88,16.71,2.13,2.71,5.5,0.79,0,0.02,2.62,5.39,2.35,2.56,57.66
"SLP",2001,5.16,8.02,3.23,6.31,0,0.08,0.03,0,0.38,1.02,7.92,11.51,43.66
"SLP",2002,4.69,4.96,8.44,2.24,2.64,0,0,0,0.02,0,4.08,12.6,39.67
"SLP",2003,1.88,4.19,4.19,12.04,2.82,0.2,0,0.79,0,0,2.6,2.28,30.99
"SLP",2004,0.48,6.99,2.04,0.64,0.24,0.08,0,0,0,7.2,3.88,7.76,29.31
"SLP",2005,11.8,5.84,10.48,3.36,7.88,2.92,0.04,0,0.45,0.44,3.95,20.6,67.76
"SLP",2006,10.6,5.42,15.64,15.48,1.68,0,0.01,0,0,1.71,6.47,6.54,63.55
"SLP",2007,2.23,12.24,2.04,3.84,1.14,0.05,0.4,0,0.78,2.67,1.53,5.6,32.52
"SLP",2008,9.77,7.22,1.51,0,1.76,0,0,0,0.22,2.07,5.18,5.6,33.33
"SLP",2009,5.17,8.08,7.13,2.97,6.32,0.04,0,0,0.12,3.19,1.79,7.1,41.91
"SLP",2010,8.71,4.98,6.72,6.16,6.54,0.04,0,0,0,9.3,9.68,16.94,69.07
"SLP",2011,2.96,5.47,17.71,2.13,5.24,2.2,0,0,0.77,3.47,2.04,0.03,42.02
"SLP",2012,6.84,1.67,13.48,7.69,0.27,0.02,0.2,0,0,2.3,9.28,12.79,54.54
"SLP",2013,1.28,0.92,2.39,2.66,1.28,1.57,0,0,2.4,0.08,1.8,0.02,14.4
"SLP",2014,1.46,13.58,7.33,4.16,0.71,0,0.17,0,0,NA,NA,NA,27.41
"SNH",1990,16.45,6.38,3.47,0.97,12.18,0.5,0.46,0.47,0.03,3.65,1.47,2.99,49.02
"SNH",1991,4.35,5.73,14.5,2.06,1.76,0.56,0.23,0.12,0,3.82,3.67,5.02,41.82
"SNH",1992,6.5,12.17,7.72,5.32,0.1,3.09,1.46,0,0,7.6,5.29,22.31,71.56
"SNH",1993,21.01,10.5,10.03,9,7.94,1.59,0,0.1,0,1.82,2.24,12.92,77.15
"SNH",1994,9.8,10.07,1.68,4.16,3.09,0.33,0.05,0,NA,0.45,11.29,8.62,49.54
"SNH",1995,39.38,4.09,23.07,10.54,3.01,1.98,0.13,0.04,0.12,0.09,1.88,23.43,107.76
"SNH",1996,21.26,14.43,6.66,8.32,5.16,0,0,0,1.34,2.93,9.15,35.08,104.33
"SNH",1997,20.53,5.67,4.63,5.03,1.34,1.61,0,0.77,0.65,6.19,14.49,7.77,68.68
"SNH",1998,31.82,23.01,10.86,4.72,3.8,0.04,0,0,0.07,2.68,15.65,7.8,100.45
"SNH",1999,11.35,26.47,11.49,4.84,1.08,0,0,0.41,0,3.75,10.14,4.36,73.89
"SNH",2000,18.56,17.18,2.97,4.02,1.66,1.35,0,0,0.35,6.89,3.98,3.36,60.32
"SNH",2001,5.83,10.18,4.59,2.07,0.27,1.61,0.59,0.25,0.11,1.53,17.85,17.55,62.43
"SNH",2003,6.51,6.99,4.85,16.99,NA,0,NA,NA,0,0.19,NA,20.65,56.18
"SNH",2006,18.89,10.76,17.06,8.3,0.48,0,0,0,0,0.65,10.89,14.54,81.57
"SNH",2009,2.14,6.23,10.21,1.25,3.44,0.05,0,NA,0.52,4.34,NA,2.99,31.17
"SNH",2010,18.59,NA,9.18,11.32,4.73,2.35,NA,NA,0.78,10.49,6.03,18.2,81.67
"SOR",1990,4.68,3.55,3.22,2.16,3.23,0,0,0,0.03,0,1.4,1.75,20.02
"SOR",1991,0.25,1.88,11.7,1.11,0.94,0.14,0,0.05,0,5.22,0.85,2.65,24.79
"SOR",1992,2.11,7.04,4.94,0.31,0.02,0.53,0.6,0,0,3.28,0.27,8.8,27.9
"SOR",1993,12.32,7.78,5.26,1.44,1.47,1.32,0,0,0,0.67,1.68,2.8,34.74
"SOR",1994,2.59,6.99,0.46,4.44,2.23,0,0,0,0.48,2.15,6.42,3.86,29.62
"SOR",1995,17.13,1,14.59,4.32,3.96,2.49,0,0,0,0,0,6.84,50.33
"SOR",1996,8.47,8.51,3.93,3.33,5.49,0.43,0,0,0,1.37,6.79,15.05,53.37
"SOR",1997,12.87,0.54,0.3,0.54,0.1,0,0.02,0,0.17,0.98,5.85,3.08,24.45
"SOR",1998,14.4,14.34,6.87,4.34,3.94,0.31,0,0,0.54,0.39,2.37,3.8,51.3
"SOR",1999,10.35,10.55,1.8,4.23,0.4,0.55,0,0,0,0.7,2.91,0.42,31.91
"SOR",2000,10.44,13.15,2.95,2.64,2.54,0.54,0,0.09,0.6,4.24,0.92,0.82,38.93
"SOR",2001,6.84,4.86,3.4,3.42,0,0.02,0,0,0.29,0.83,5.14,9.91,34.71
"SOR",2002,2.6,3.18,5.32,0.77,1.06,0,0,0,0.04,0,6.4,9.86,29.23
"SOR",2003,1.23,2.21,2.37,6.57,1.41,0,0.11,1.65,0,0,2.26,8.76,26.57
"SOR",2004,2.64,6.1,1.17,0.09,0.35,0,0,0,0.31,5.17,3.16,5.92,24.91
"SOR",2005,10.77,5.53,8.24,2.28,3.62,0.42,0,0,1.06,1.14,1.3,11.96,46.32
"SOR",2006,5.95,3.03,10.58,11.85,1.82,0,0,0,0,0.6,2.44,5.36,41.63
"SOR",2007,1.86,9.78,1.39,2.36,0.78,0.02,0.02,0,0.16,1.12,0.8,6.27,24.56
"SOR",2008,9.31,5.55,0.46,0.05,0.42,0,0,0,0,0.62,4.39,4.43,25.23
"SOR",2009,2.5,5.87,4.96,1.31,1.99,0.33,0,0.02,0.16,2.88,1.32,5.47,26.81
"SOR",2010,6.43,5.15,3.66,5.76,1.73,0.11,0,0,0,4.8,7.45,10.55,45.64
"SOR",2011,2.49,5.66,12.65,0.53,2.61,1.87,0,0,0,2.1,1.12,0.9,29.93
"SOR",2012,4.76,1.45,5.83,4.96,0,0.44,0.02,0.02,0.04,0.82,4.31,10.61,33.26
"SOR",2013,1.41,0.86,1.72,1.47,0.27,0.25,0,0,0.64,0.79,1.13,0.99,9.53
"SOR",2014,1.33,5.73,4.33,2.47,0.18,0.04,0,0,0.67,NA,NA,NA,14.75
"SRO",1990,5.74,3.27,2.03,0.24,5.46,0.01,0,0,0.27,0.62,0.44,1.16,19.24
"SRO",1991,0.75,4.72,13.74,0.33,0.13,0.72,0,0.05,0.01,1.74,1.15,2.91,26.25
"SRO",1992,2.03,9.34,4.69,1.64,0,0.79,0,0,0,3.65,0.31,8.73,31.18
"SRO",1993,11.48,5.58,3.44,1.6,1.43,1.06,0,0,0,3.28,3.39,4.12,35.38
"SRO",1994,3.55,5.27,0.32,1.57,0.84,0,0,0,0.04,1.02,7.21,4.56,24.38
"SRO",1995,19.99,1.14,13.4,3.43,0.86,0.63,0,0,0,0.23,0.14,9.38,49.2
"SRO",1996,9.93,9.52,2.75,3.59,3.75,0,0,0,0,0.71,3.88,12.4,46.53
"SRO",1997,11.66,0.41,1.2,1.12,1.11,0.42,0,0.98,0.4,1.58,8.93,3.65,31.46
"SRO",1998,11.17,19.76,3.56,2.25,2.9,0,0,0,0.03,1.2,7,1.06,48.93
"SRO",1999,4.75,12.34,4.31,2.2,0.08,0.13,0,0,0.03,0.98,4.39,0.43,29.64
"SRO",2000,5.09,12.74,2.68,2.15,1.21,0.22,0,0,0.41,2.32,1.65,1,29.47
"SRO",2001,5.64,6.62,1.94,1.04,0,0.33,0,0,0.09,1.18,12.09,12.29,41.22
"SRO",2002,6.42,1.66,2.08,0.61,1.13,0,0,0,0,0,3.48,16.18,31.56
"SRO",2003,3.63,2.18,2.24,4.78,1.48,0.05,0.03,0.01,0.07,0.04,3.19,11.42,29.12
"SRO",2004,3.44,9.29,1.14,0.68,NA,NA,NA,NA,NA,3.27,1.81,10.46,30.09
"SRO",2005,4.12,4.29,5.74,1.61,5.55,0.95,0,0.02,0,1,2.47,17.65,43.4
"SRO",2006,5.36,3.63,10.03,5.05,0.49,0.02,0.02,0,0,0.57,3.58,5.46,34.21
"SRO",2007,0.49,7.07,0.28,2.58,NA,NA,0.17,0,0.05,3.26,0.81,5.06,19.77
"SRO",2008,10.21,3.09,0.32,0.3,0.03,0,0,0,0.03,0.8,1.94,3.26,19.98
"SRO",2009,0.63,7.97,2.77,0.49,3.1,0.06,0,0,0.16,3.34,1.05,3.34,22.91
"SRO",2010,8.88,3.84,3.7,4.29,2.68,0.11,0.01,0.01,0.1,5.14,3.13,8.38,40.27
"SRO",2011,1.68,5.71,10.44,0.66,2.41,1.62,0,0,0.01,2.07,2.07,0.09,26.76
"SRO",2012,6.31,2.16,7.79,2.43,0.08,0.04,0,0,0,1.48,8.42,7.18,35.89
"SRR",1990,2.81,3.27,1.64,1.58,1.97,0.21,0.1,0.3,0.76,0.41,1.25,0.87,15.17
"SRR",1991,0.14,1.39,8.49,0.4,1.27,0.17,0.46,0.83,0.83,3.09,2.6,1.91,21.58
"SRR",1992,0.37,2.5,1.05,0.52,0.47,0.76,0.07,0.96,0.42,3.03,0.16,8.95,19.26
"SRR",1993,8.63,5.28,2.65,1.32,1.3,1.33,0.02,0.33,0.01,1.33,2.23,2.84,27.27
"SRR",1994,0.34,3.74,1.57,0.39,0.87,0,0,0,0.71,0.64,5.08,2.99,16.33
"SRR",1995,11.86,0.89,15.16,2.36,2.88,1.05,0.76,0,0,0,0.68,5.97,41.61
"SRR",1996,7.96,8.78,3.55,3.55,3.77,0.14,0.32,0,0.68,1.2,3.52,16.49,49.96
"SRR",1997,12.21,0.45,0.4,0.61,0.06,1.32,0,0,0.36,1.62,2.25,1.8,21.08
"SRR",1998,5.38,7.09,3.88,1.67,1.81,0.31,0.08,0,2.35,0.73,4.38,2.37,30.05
"SRR",1999,5.99,8.87,2.64,1.88,0,0.12,0,0.82,0.37,1.75,1.58,0.74,24.76
"SRR",2000,8.9,7,0.48,1.79,0.63,0.41,0,0,0.21,1.84,1,0.74,23
"SRR",2001,0.88,1.88,1.82,1.91,0,0,0.02,0,0.42,0.66,4.62,4.68,16.89
"SRR",2002,1.6,1.19,2.37,0.98,0.38,0.05,0.11,0,0,0,6.1,7.17,19.95
"SRR",2003,1.13,1.12,2.43,3.99,0.55,0.18,0.51,1.28,0.01,0.03,1.45,6.76,19.44
"SRR",2004,1.63,6.45,1.13,0.08,0.69,0.25,0,0.01,0.31,2.91,2.54,2.69,18.69
"SRR",2005,3.88,1.31,4.82,1.4,2.16,0.59,0,0,1.39,0.43,1.64,17.84,35.46
"SRR",2006,3.92,4.72,4.18,6.25,0.31,0.18,0,0,0,0.15,1.59,1.86,23.16
"SRR",2007,0.81,5.22,0.76,0.89,0.33,0.32,0,0,0.08,1.63,0.39,2.35,12.78
"SRR",2008,4.87,2.15,0.41,0.06,0.42,0,0,0,0,0.88,3.01,2.19,13.99
"SRR",2009,0.83,3.53,4.25,0.21,2.4,1.04,0,0.04,0.26,2.75,0.64,3.82,19.77
"SRR",2010,3.53,2.87,3.48,3.16,1.04,0.31,0.13,0,0,4.58,3.27,8.81,31.18
"SRR",2011,0.75,3.5,9.03,1.29,0.93,2.23,0,0,0.91,1.7,0.79,0,21.13
"SRR",2012,3.92,1.32,4.58,2.62,0.28,0.52,0.5,0,0.14,1.25,7.69,8.46,31.28
"SRR",2013,0.46,0.18,1.06,0.19,0.87,0.1,0,0,0.74,0.2,0.4,0.93,5.13
"SRR",2014,1.33,7.97,2.82,0.83,0.59,0,1.24,1.5,1.36,NA,NA,NA,17.64
"SSN",1990,1.17,1.36,0.09,0.22,1.1,0.12,1.67,0.23,0.34,0.29,1,0.49,8.08
"SSN",1991,0.24,0.87,5.75,1.19,1.21,0.54,0.44,1.04,0.34,0.88,1.24,1.54,15.28
"SSN",1992,0.23,1.48,0.76,0.32,0.53,0.69,0.46,1.33,0,1.27,0.02,5.58,12.67
"SSN",1993,9.78,2.74,0.97,0.22,0.57,0.42,0.09,0.12,0.15,1.27,1.1,1.17,18.6
"SSN",1994,1.32,2.11,1.16,0.13,1.21,0.14,0,0,0.46,0.71,3.56,2.45,13.25
"SSN",1995,11.48,0.88,10.5,0.78,4,2.48,0.45,0,0,0,0.54,4.83,35.94
"SSN",1996,4.95,5.44,3.65,2.05,2.51,0,0.29,0,0.15,1.03,1.76,8.53,30.36
"SSN",1997,6.03,0.27,1.28,0.56,0.23,1.46,0.64,0.01,0.63,1.41,1.72,1.92,16.16
"SSN",1998,4.52,4.94,2.05,1.05,3.26,2.39,0.3,0.25,1.49,0.3,3.45,2.35,26.35
"SSN",1999,2.86,4.38,0.97,1.04,0.07,0.67,0,0.03,0.02,1.69,0.51,0.5,12.74
"SSN",2000,5.95,4.35,1.35,1.04,0.43,0,0,0,0.42,0.77,1.05,0.16,15.52
"SSN",2001,0.56,1.78,1.59,0.59,0,0,0.03,0,0.37,0.51,2.72,4.2,12.35
"SSN",2002,2.12,0.65,0.26,0.16,0.06,0,0,0,0,0,2.81,7.91,13.97
"SSN",2003,2.31,0.77,2.55,3.6,0,0.09,0.49,0.6,0,0.05,0.5,2.85,13.81
"SSN",2004,1.39,6.4,0.11,0.15,1.2,0.54,0,0,0,2.7,1.22,2.52,16.23
"SSN",2005,4.87,1.1,1.95,0.8,2,1.22,0,0,0.3,0.66,1.67,8.9,23.47
"SSN",2006,1.63,2.86,1.7,2,0.51,0.03,0,0,0,0.46,1.08,0.32,10.59
"SSN",2007,0.32,3.65,0.44,1,0.06,0,0,0,NA,1.19,0.15,0.83,7.64
"SSN",2008,3.33,1.85,0.33,0.01,NA,0,0,0,0,0.96,NA,1.41,7.89
"SSN",2009,0.58,0.43,4.07,1.01,0.91,0.45,0,0,0,2.59,1.4,2.49,13.93
"SSN",2011,0.23,2.46,3.3,0.47,0.6,2.3,0,0,0.1,0.52,0.2,0,10.18
"SSN",2012,1.88,0.61,1.57,1.16,0,0.58,0.2,0.09,0,0.53,3.69,5.84,16.15
"SSN",2013,0.59,0.11,0.26,0.1,0.15,0.53,0.8,0.8,1.09,0.24,0.62,0.1,5.39
"SSN",2014,0.86,1.29,2.96,0.82,0.93,0.1,0.19,1.04,0.28,NA,NA,NA,8.47
"SSR",2000,15.03,14.35,1.61,3.61,3.8,0.94,0,0.09,1.79,4.27,2.33,2.13,49.95
"SSR",2001,4.63,6.5,3.68,5.31,0.02,0.09,0,0,0.89,1.51,8.32,11.27,42.22
"SSR",2002,3.53,3.67,6.11,2.69,2.07,0,0,0,0.16,0.09,7.43,13.37,39.12
"SSR",2003,1.35,3.43,3.56,12.34,3.32,0.01,0.58,0.99,0.48,0.47,3.36,14.63,44.52
"SSR",2004,4.01,9.78,1.68,0.76,0.83,0.06,0.01,0,0.2,8.3,2.69,8.8,37.12
"SSR",2005,10.5,7.09,10.53,3.38,5.83,1.67,0,0.09,0.64,1.18,4.01,21.92,66.84
"SSR",2006,8.24,6.42,12.48,11.25,1.64,0.18,0.02,0,0,0,5.29,5.77,51.29
"SSR",2007,1.84,11.95,1.7,2.97,1.31,0.41,0.1,0.02,0.65,1.88,1.13,5.04,29
"SSR",2008,11.48,5.45,1.05,0.4,1.96,0,0,0,0,1.86,4.64,5.77,32.61
"SSR",2009,4.94,7.18,11.18,2.07,4.47,0.32,0.01,0.11,0,4.69,1.33,6.22,42.52
"SSR",2010,5.78,5.06,5.67,7.66,5.7,0.06,0.01,0.04,0,7.39,7.97,14.82,60.16
"SSR",2011,2.03,6.85,17.58,2.13,3.61,3.59,0,0,0.53,3.42,1.53,0.04,41.31
"SSR",2012,6.77,2.05,9.79,4.97,0.71,1.08,0.02,0.04,0.19,2.43,9.01,10.48,47.54
"SSR",2013,0.85,1.07,5.81,1.35,2.39,1.53,0,0,1.39,0.04,1.74,1.27,17.44
"SSR",2014,2.17,11.3,5.99,2.24,0.86,0,0.73,0.15,0.85,NA,NA,NA,24.29
"STG",1990,3.53,1.02,0.61,0.15,1.53,0,0,0.35,0.05,0.29,0.47,0.76,8.76
"STG",1991,0.29,2.44,7.64,1.15,0.34,0.43,0.02,0,0,0.1,1.2,2.68,16.29
"STG",1992,1.78,5.75,4.4,0.54,0.06,1.29,0.8,0,0,1.55,0.42,5.71,22.3
"STG",1993,9.81,8.12,0.83,0.97,1.66,1.01,0,0,0,1.4,1.41,1.4,26.61
"STG",1994,2.41,2.41,0.3,1.7,1.05,0,0,0,0,0.85,2.74,6.6,18.06
"STG",1995,20.21,0.62,9.66,0.85,2.31,0.7,0.11,0,0,0,0,5.82,40.28
"STG",1996,5.21,5.31,2.21,1.2,1.6,0.6,0,0,0.11,1.5,1.8,2.12,21.66
"STG",1997,5.22,0.27,1.63,0.2,0.51,0.21,0.13,0.46,0.23,0.71,6.66,1.17,17.4
"STG",1998,6.54,16.52,2.74,3.16,5.28,2.61,0,0,0.03,0.83,2.77,1.16,41.64
"STG",1999,0.82,3.62,3.71,1.64,0.04,0.87,0,0.08,0,0.42,2.74,0.35,14.29
"STG",2000,4.07,5.55,1.98,2,1.92,0.4,0.03,0,0,3.13,0.84,0.4,20.32
"STG",2001,5.46,4.12,3.28,0.73,0,0.4,0,0,0.47,0.89,6.14,6.7,28.19
"STG",2002,2.85,0.8,0.7,0.32,0.44,0,0,0,0.02,0,1.78,10.93,17.84
"STG",2003,3.16,1.58,1.6,2.41,2.29,0,0.1,0.68,0.1,0.17,3.01,9,24.1
"STG",2004,2.68,6.69,1.38,0.27,0.08,0,0,0,0.04,2.9,2.31,7.54,23.89
"STG",2005,6.14,4.21,3.36,1,2.47,0.77,0,0,0.24,0.31,2.47,9.56,30.53
"STG",2006,2.61,2.4,5.28,5.65,1.49,0.69,0,0,0,0.1,1.27,3.82,23.31
"STG",2007,0.01,3.98,0.11,0.96,0.39,0,0.13,0,0.34,0.71,0.12,3.13,9.88
"STG",2008,10.61,3.97,0,0,0.94,0.03,0,0,0,0.68,1.84,1.2,19.27
"STG",2009,0.37,5.94,1.85,0.22,0.78,2.7,0,0,0.07,2.56,0.69,2.87,18.05
"STG",2010,9.26,3.95,1.03,4.01,0.68,0.02,0,0.02,0.31,4.33,1.05,4.67,29.33
"STG",2011,1.71,1.99,6.12,0.17,1.18,2.56,0,0,0.03,1.32,1.98,0.06,17.12
"STG",2012,3.41,1.29,2.91,1.31,0.03,0,0,0.02,0,0.41,5.19,6.56,21.13
"STG",2013,1.51,0.04,0.66,1.92,0.23,0.19,0,0,0.07,0,0.57,0.1,5.29
"STG",2014,0.03,4.46,3.6,1.37,0.78,0,0,0.21,0.45,NA,NA,NA,10.9
"STK",1990,1.65,2.56,0.69,0.65,2.15,0,0,0,0.04,0.29,0.12,0.46,8.61
"STK",1991,0.29,2.63,6.54,0.6,0.31,0.08,0.03,0,0,3.47,0.4,1.29,15.64
"STK",1992,1.93,5.33,2.37,0.92,0,0.06,0,0,0,0.89,0.35,4.26,16.11
"STK",1993,6.91,4.22,3.71,0.54,1.07,0.69,0,0,0,0.68,0.32,4.7,22.84
"STK",1994,1.76,4.37,0.15,0.89,NA,0,0,0,0.05,0.74,2.34,1.3,11.6
"STK",1995,9.73,0.43,7.36,1.26,0.78,0.41,0,0,0,0,0,5.86,25.83
"STK",1996,4.86,4.87,2.33,1.31,1.62,0,0,0,0,1.7,2.67,6.59,25.95
"STK",1997,7.66,0.42,0.08,0.55,0.3,0.14,0,0.11,0,0.37,5.03,3,17.66
"STK",1998,6.13,10.05,2.57,1.74,3.23,0.18,0,0,0.07,1.05,2.6,1.08,28.7
"STK",1999,3.45,4.06,1.25,1.06,0.24,0.02,0,0,0.28,0.45,1.9,0.3,13.01
"STK",2000,6.22,8.34,1.17,1.32,0.78,0.04,0,0,0,2.87,0.35,0.4,21.49
"STK",2001,3.55,2.69,2,1.99,0,0.08,0,0,0,0.44,2.91,6.6,20.26
"STK",2002,1.62,0.86,2.92,0.1,0.92,0,0,0,0,0,2.58,7.52,16.52
"STK",2003,0.32,1.26,1.52,2.2,0.39,0,0,0.3,0,0,2.23,5.32,13.54
"STK",2004,3.2,4.47,0.44,0.53,0.23,0,0,0,0.2,3.03,2.69,3.74,18.53
"STK",2005,3.72,2.56,2.94,1.75,0.94,0.26,0,NA,NA,0.41,0.25,7.92,20.75
"STK",2006,3.61,1.15,4.68,3.47,0.76,0,0,0,0,0.32,1.61,2.16,17.76
"STK",2007,0.95,2.91,0.54,0.96,0.1,0,0.02,0,0.27,0.69,0.8,NA,7.24
"STK",2008,7.08,2.18,0.12,NA,0,0,0,0,0,0.45,NA,2.26,12.09
"STK",2009,1.38,4.35,1.15,0.49,0.68,0.06,0,0,0.35,2.22,0.12,1.6,12.4
"STK",2010,2.62,2.9,1.54,2.77,0.37,0,NA,0,NA,1.38,2.37,6.01,19.96
"STK",2011,0,3.09,4.63,0.01,0.73,0.29,0,0,0,0.9,1.1,0.1,10.85
"STK",2012,1.33,0.33,2.85,1.82,0,0,0,0,0,0.53,NA,NA,6.86
"STK",2013,NA,NA,0.2,0,NA,NA,0,0,NA,0,1.15,0.34,1.69
"STV",1990,14.76,10.64,4.01,2.24,10.72,0.06,0.02,0.03,0.24,1.16,3.4,3.04,50.32
"STV",1991,1.88,3.59,33.1,3.36,4.04,2.3,0,0.21,0.01,5.42,4.16,7.08,65.15
"STV",1992,4.54,22.62,7.53,3.63,0.25,2.56,0.02,0,0,7.3,1.96,23.19,73.6
"STV",1993,30.08,14.86,10.67,4.85,4.24,3.73,0,0.6,0,3.55,4.43,10.84,87.85
"STV",1994,5.88,12.69,1.46,4.82,3.14,0.22,0,0.01,0.32,1.44,12.22,16.31,58.51
"STV",1995,42.49,2.48,35.98,12.74,8.07,4.94,0.07,0,0,0,0.83,20.97,128.57
"STV",1996,20.22,24.04,7.91,9.8,11.6,0.36,0.11,0.01,1.12,3.92,10.97,44.67,134.73
